id,neighbourhood_group,room_type,price
23201228,Manhattan,Entire home/apt,159
23203149,Brooklyn,Private room,65
23203929,Manhattan,Private room,159
23204924,Brooklyn,Entire home/apt,200
23207975,Queens,Private room,60
23213107,Queens,Private room,46
23214720,Manhattan,Entire home/apt,150
23214729,Brooklyn,Entire home/apt,69
23216187,Brooklyn,Private room,26
23216381,Brooklyn,Entire home/apt,190
23216832,Brooklyn,Private room,50
23217530,Brooklyn,Private room,65
23218152,Brooklyn,Private room,80
23218579,Brooklyn,Entire home/apt,125
23219361,Staten Island,Entire home/apt,71
23219659,Brooklyn,Entire home/apt,150
23221495,Queens,Entire home/apt,80
23221581,Brooklyn,Entire home/apt,70
23222091,Manhattan,Entire home/apt,80
23222310,Brooklyn,Private room,43
23222680,Manhattan,Entire home/apt,210
23223028,Brooklyn,Entire home/apt,133
23229152,Brooklyn,Private room,50
23230395,Queens,Entire home/apt,100
23232087,Manhattan,Private room,47
23233925,Manhattan,Private room,99
23235101,Brooklyn,Entire home/apt,150
23235139,Brooklyn,Private room,50
23235654,Manhattan,Shared room,80
23235762,Brooklyn,Entire home/apt,200
23236828,Bronx,Private room,47
23237952,Brooklyn,Private room,44
23238781,Brooklyn,Private room,67
23240738,Queens,Private room,60
23247351,Brooklyn,Private room,50
23247442,Staten Island,Entire home/apt,245
23247514,Brooklyn,Private room,29
23249573,Brooklyn,Entire home/apt,180
23250710,Manhattan,Entire home/apt,189
23251395,Brooklyn,Private room,41
23251417,Queens,Private room,60
23251775,Brooklyn,Entire home/apt,120
23252265,Manhattan,Entire home/apt,123
23252443,Manhattan,Entire home/apt,339
23252588,Brooklyn,Entire home/apt,125
23253216,Queens,Private room,30
23254023,Bronx,Private room,54
23254776,Brooklyn,Entire home/apt,75
23254924,Manhattan,Entire home/apt,92
23255800,Brooklyn,Entire home/apt,130
23256023,Brooklyn,Private room,55
23256828,Brooklyn,Private room,35
23256946,Brooklyn,Entire home/apt,75
23258602,Manhattan,Private room,50
23258639,Manhattan,Entire home/apt,180
23258724,Brooklyn,Entire home/apt,89
23262857,Manhattan,Private room,93
23264421,Manhattan,Entire home/apt,289
23265699,Queens,Entire home/apt,85
23268810,Manhattan,Private room,80
23269735,Brooklyn,Entire home/apt,150
23270879,Brooklyn,Private room,100
23271408,Manhattan,Shared room,35
23271535,Brooklyn,Entire home/apt,175
23271736,Brooklyn,Entire home/apt,113
23273676,Manhattan,Private room,69
23273907,Brooklyn,Private room,50
23274386,Manhattan,Entire home/apt,105
23274936,Queens,Private room,55
23275013,Brooklyn,Entire home/apt,100
23275777,Queens,Entire home/apt,109
23277230,Manhattan,Entire home/apt,500
23277442,Brooklyn,Private room,150
23278026,Brooklyn,Entire home/apt,125
23285672,Bronx,Private room,34
23285903,Brooklyn,Entire home/apt,260
23287403,Brooklyn,Private room,68
23288584,Manhattan,Private room,250
23288667,Brooklyn,Entire home/apt,200
23289645,Manhattan,Entire home/apt,200
23289674,Brooklyn,Entire home/apt,125
23289837,Queens,Entire home/apt,199
23290010,Brooklyn,Private room,68
23290041,Brooklyn,Entire home/apt,37
23290179,Brooklyn,Entire home/apt,60
23292216,Manhattan,Entire home/apt,300
23292982,Brooklyn,Entire home/apt,87
23293483,Manhattan,Entire home/apt,500
23293946,Brooklyn,Entire home/apt,160
23294354,Manhattan,Entire home/apt,145
23300336,Staten Island,Private room,40
23301706,Brooklyn,Private room,50
23302260,Manhattan,Shared room,60
23302837,Brooklyn,Private room,40
23303297,Queens,Private room,70
23304014,Manhattan,Entire home/apt,100
23304600,Manhattan,Entire home/apt,172
23305380,Manhattan,Private room,75
23306531,Manhattan,Entire home/apt,118
23307047,Manhattan,Entire home/apt,240
23307503,Bronx,Private room,73
23308318,Brooklyn,Private room,58
23308563,Staten Island,Private room,60
23310309,Queens,Shared room,34
23311118,Queens,Entire home/apt,60
23311374,Brooklyn,Entire home/apt,125
23311527,Manhattan,Private room,79
23311756,Manhattan,Private room,55
23312379,Manhattan,Private room,165
23312524,Brooklyn,Private room,45
23317650,Manhattan,Private room,70
23319467,Queens,Entire home/apt,93
23320351,Queens,Private room,49
23322641,Queens,Entire home/apt,65
23322737,Manhattan,Private room,140
23322795,Manhattan,Private room,700
23323530,Manhattan,Private room,100
23324479,Manhattan,Private room,125
23325238,Manhattan,Entire home/apt,295
23327138,Queens,Private room,120
23327774,Brooklyn,Private room,75
23329332,Brooklyn,Shared room,75
23329993,Queens,Shared room,30
23334645,Manhattan,Entire home/apt,127
23335839,Brooklyn,Private room,60
23336877,Staten Island,Entire home/apt,165
23337201,Brooklyn,Private room,59
23338901,Brooklyn,Private room,100
23339298,Brooklyn,Entire home/apt,105
23340718,Brooklyn,Private room,58
23342782,Manhattan,Entire home/apt,125
23343836,Queens,Shared room,30
23344008,Queens,Shared room,30
23344243,Manhattan,Entire home/apt,146
23344293,Brooklyn,Private room,52
23351120,Manhattan,Private room,35
23352462,Brooklyn,Private room,62
23353173,Brooklyn,Private room,43
23353909,Brooklyn,Private room,32
23354284,Brooklyn,Private room,88
23354992,Brooklyn,Private room,80
23355035,Manhattan,Entire home/apt,149
23355382,Manhattan,Entire home/apt,169
23355877,Queens,Private room,85
23357738,Manhattan,Entire home/apt,395
23357789,Manhattan,Private room,60
23358593,Brooklyn,Entire home/apt,100
23358691,Brooklyn,Private room,50
23359277,Brooklyn,Private room,35
23360409,Brooklyn,Entire home/apt,99
23361038,Manhattan,Shared room,75
23363336,Manhattan,Private room,60
23369253,Queens,Private room,46
23369528,Brooklyn,Entire home/apt,175
23369859,Queens,Entire home/apt,120
23369991,Manhattan,Entire home/apt,179
23370484,Brooklyn,Entire home/apt,1000
23372015,Manhattan,Entire home/apt,120
23372850,Brooklyn,Entire home/apt,2000
23373090,Brooklyn,Entire home/apt,2500
23373453,Brooklyn,Private room,69
23374229,Manhattan,Private room,98
23375014,Brooklyn,Private room,100
23375874,Manhattan,Entire home/apt,117
23376196,Brooklyn,Entire home/apt,115
23376943,Brooklyn,Private room,45
23377365,Manhattan,Private room,149
23377410,Manhattan,Entire home/apt,8500
23377429,Brooklyn,Entire home/apt,175
23377713,Brooklyn,Private room,80
23377720,Queens,Entire home/apt,125
23377781,Manhattan,Entire home/apt,125
23377961,Brooklyn,Private room,99
23378076,Manhattan,Private room,115
23378120,Brooklyn,Entire home/apt,96
23378281,Brooklyn,Private room,150
23378803,Manhattan,Private room,67
23378815,Brooklyn,Entire home/apt,225
23378828,Queens,Private room,36
23379996,Manhattan,Private room,62
23380590,Brooklyn,Private room,35
23381157,Brooklyn,Entire home/apt,175
23385738,Manhattan,Shared room,32
23385746,Manhattan,Private room,39
23387463,Manhattan,Private room,60
23388053,Manhattan,Private room,110
23389451,Brooklyn,Private room,47
23389897,Brooklyn,Private room,59
23392375,Brooklyn,Private room,30
23393043,Brooklyn,Entire home/apt,139
23394849,Brooklyn,Private room,70
23400115,Manhattan,Entire home/apt,110
23402559,Manhattan,Private room,81
23404901,Brooklyn,Private room,85
23412268,Manhattan,Entire home/apt,68
23413509,Brooklyn,Entire home/apt,95
23416448,Brooklyn,Private room,80
23416536,Manhattan,Entire home/apt,409
23417242,Manhattan,Private room,60
23417781,Manhattan,Entire home/apt,400
23421363,Manhattan,Private room,80
23425584,Manhattan,Entire home/apt,66
23427160,Brooklyn,Entire home/apt,200
23429074,Manhattan,Private room,50
23429109,Manhattan,Private room,95
23429757,Brooklyn,Shared room,29
23430085,Brooklyn,Private room,60
23431200,Queens,Entire home/apt,90
23432542,Manhattan,Entire home/apt,240
23433516,Brooklyn,Entire home/apt,162
23433518,Queens,Private room,46
23433585,Staten Island,Private room,31
23433996,Queens,Private room,100
23434675,Brooklyn,Entire home/apt,159
23434788,Brooklyn,Private room,50
23435040,Brooklyn,Entire home/apt,70
23435615,Brooklyn,Private room,35
23435772,Brooklyn,Private room,59
23435916,Brooklyn,Entire home/apt,150
23436140,Queens,Private room,80
23436576,Manhattan,Entire home/apt,200
23437204,Manhattan,Entire home/apt,225
23437788,Manhattan,Entire home/apt,225
23437793,Queens,Entire home/apt,100
23438247,Brooklyn,Private room,96
23439376,Queens,Private room,60
23439529,Queens,Private room,60
23449499,Brooklyn,Entire home/apt,300
23449907,Manhattan,Entire home/apt,145
23450331,Manhattan,Private room,335
23450541,Queens,Private room,75
23450601,Brooklyn,Private room,80
23451100,Brooklyn,Entire home/apt,155
23451337,Manhattan,Entire home/apt,100
23451817,Brooklyn,Entire home/apt,150
23452076,Brooklyn,Entire home/apt,120
23452435,Manhattan,Entire home/apt,225
23453013,Manhattan,Entire home/apt,175
23454165,Manhattan,Private room,75
23454631,Manhattan,Private room,89
23455106,Brooklyn,Private room,55
23455982,Manhattan,Private room,100
23456596,Queens,Private room,60
23456621,Queens,Private room,60
23461056,Manhattan,Shared room,77
23462240,Brooklyn,Private room,50
23462813,Brooklyn,Entire home/apt,250
23463017,Manhattan,Private room,80
23464662,Brooklyn,Private room,43
23464702,Manhattan,Private room,99
23465208,Brooklyn,Private room,43
23465498,Brooklyn,Private room,43
23465912,Staten Island,Entire home/apt,60
23466034,Brooklyn,Private room,52
23466099,Brooklyn,Entire home/apt,110
23466335,Manhattan,Private room,60
23466360,Brooklyn,Shared room,26
23466594,Queens,Private room,46
23467126,Brooklyn,Entire home/apt,200
23467186,Manhattan,Entire home/apt,150
23468785,Manhattan,Private room,80
23469535,Bronx,Private room,65
23469548,Manhattan,Entire home/apt,130
23470849,Manhattan,Private room,90
23470928,Manhattan,Shared room,75
23476922,Brooklyn,Private room,40
23477827,Queens,Private room,47
23478580,Manhattan,Entire home/apt,450
23479042,Brooklyn,Entire home/apt,150
23480048,Brooklyn,Entire home/apt,110
23480510,Brooklyn,Private room,101
23481234,Queens,Entire home/apt,135
23482476,Brooklyn,Private room,55
23483134,Queens,Private room,51
23483266,Queens,Private room,39
23483467,Queens,Private room,37
23483525,Queens,Private room,37
23483570,Queens,Private room,37
23484236,Queens,Private room,75
23484328,Brooklyn,Private room,25
23485307,Manhattan,Entire home/apt,130
23485972,Manhattan,Entire home/apt,479
23486333,Queens,Private room,150
23486966,Queens,Private room,89
23487775,Brooklyn,Entire home/apt,220
23487824,Brooklyn,Entire home/apt,175
23488012,Manhattan,Private room,36
23488098,Queens,Private room,49
23488488,Queens,Entire home/apt,135
23489726,Brooklyn,Entire home/apt,84
23495421,Queens,Private room,60
23496215,Manhattan,Entire home/apt,170
23497936,Manhattan,Entire home/apt,126
23500071,Brooklyn,Private room,100
23501343,Manhattan,Private room,55
23502842,Manhattan,Entire home/apt,159
23504940,Brooklyn,Private room,90
23505465,Brooklyn,Entire home/apt,90
23505645,Queens,Private room,30
23506770,Brooklyn,Entire home/apt,325
23507660,Manhattan,Entire home/apt,250
23508191,Manhattan,Entire home/apt,550
23508567,Brooklyn,Private room,70
23513769,Bronx,Private room,80
23514583,Manhattan,Entire home/apt,150
23514938,Bronx,Private room,80
23514988,Manhattan,Private room,83
23515323,Brooklyn,Private room,80
23516943,Queens,Shared room,50
23516999,Brooklyn,Private room,60
23517220,Queens,Private room,40
23519107,Manhattan,Entire home/apt,165
23520803,Brooklyn,Entire home/apt,130
23520855,Brooklyn,Private room,65
23521858,Brooklyn,Private room,50
23523123,Brooklyn,Entire home/apt,60
23524819,Brooklyn,Private room,42
23525066,Manhattan,Entire home/apt,158
23527260,Manhattan,Entire home/apt,174
23527821,Queens,Entire home/apt,65
23528303,Manhattan,Entire home/apt,380
23528984,Brooklyn,Entire home/apt,110
23529395,Brooklyn,Entire home/apt,145
23535132,Brooklyn,Private room,77
23535279,Brooklyn,Private room,99
23536265,Manhattan,Private room,89
23537317,Manhattan,Private room,98
23538486,Manhattan,Entire home/apt,305
23538694,Manhattan,Shared room,75
23538841,Manhattan,Shared room,70
23539037,Brooklyn,Private room,68
23540194,Brooklyn,Entire home/apt,450
23541020,Brooklyn,Private room,40
23541451,Brooklyn,Entire home/apt,75
23542115,Brooklyn,Private room,50
23544438,Manhattan,Entire home/apt,200
23544588,Manhattan,Entire home/apt,290
23545346,Bronx,Private room,50
23545793,Brooklyn,Entire home/apt,175
23546631,Brooklyn,Entire home/apt,125
23548260,Manhattan,Entire home/apt,96
23549904,Manhattan,Entire home/apt,250
23554330,Manhattan,Entire home/apt,135
23556041,Brooklyn,Entire home/apt,140
23557996,Brooklyn,Private room,45
23559016,Brooklyn,Private room,75
23559210,Manhattan,Entire home/apt,220
23560164,Manhattan,Entire home/apt,186
23560187,Brooklyn,Private room,70
23561980,Manhattan,Entire home/apt,175
23563112,Brooklyn,Private room,55
23565616,Queens,Entire home/apt,95
23565653,Brooklyn,Private room,640
23565676,Queens,Entire home/apt,278
23565947,Manhattan,Entire home/apt,125
23566549,Manhattan,Entire home/apt,150
23568057,Queens,Private room,65
23572577,Brooklyn,Private room,43
23573326,Brooklyn,Shared room,250
23573383,Brooklyn,Entire home/apt,285
23574142,Queens,Private room,65
23574875,Manhattan,Entire home/apt,85
23575012,Manhattan,Private room,120
23575358,Manhattan,Entire home/apt,165
23576132,Brooklyn,Private room,39
23576986,Manhattan,Private room,39
23578232,Brooklyn,Private room,40
23579457,Manhattan,Entire home/apt,250
23580002,Brooklyn,Entire home/apt,140
23580147,Brooklyn,Private room,60
23581183,Brooklyn,Entire home/apt,250
23582263,Manhattan,Entire home/apt,200
23582566,Queens,Entire home/apt,135
23582823,Queens,Entire home/apt,120
23583380,Brooklyn,Private room,48
23583435,Queens,Entire home/apt,200
23584115,Manhattan,Private room,55
23584507,Brooklyn,Entire home/apt,86
23586315,Manhattan,Entire home/apt,130
23593409,Brooklyn,Entire home/apt,112
23593582,Brooklyn,Private room,70
23593710,Manhattan,Entire home/apt,275
23594177,Brooklyn,Entire home/apt,150
23595013,Manhattan,Entire home/apt,175
23595420,Brooklyn,Entire home/apt,378
23596025,Manhattan,Entire home/apt,150
23596665,Brooklyn,Private room,65
23597076,Bronx,Entire home/apt,85
23597323,Staten Island,Entire home/apt,57
23598012,Manhattan,Private room,46
23601676,Queens,Entire home/apt,190
23605182,Manhattan,Private room,70
23605302,Brooklyn,Private room,60
23605375,Manhattan,Entire home/apt,125
23606434,Brooklyn,Entire home/apt,175
23606468,Manhattan,Private room,100
23606605,Manhattan,Entire home/apt,245
23606804,Brooklyn,Entire home/apt,68
23607625,Brooklyn,Entire home/apt,85
23608085,Brooklyn,Entire home/apt,95
23608594,Manhattan,Private room,110
23608665,Brooklyn,Private room,74
23608727,Manhattan,Private room,53
23609407,Manhattan,Private room,45
23609559,Brooklyn,Private room,125
23610064,Manhattan,Private room,95
23610557,Brooklyn,Private room,45
23610982,Brooklyn,Private room,250
23611312,Manhattan,Entire home/apt,300
23612284,Brooklyn,Entire home/apt,148
23612681,Queens,Private room,55
23612811,Bronx,Private room,47
23612855,Manhattan,Entire home/apt,250
23612962,Manhattan,Entire home/apt,115
23613174,Brooklyn,Private room,55
23613576,Brooklyn,Entire home/apt,140
23613688,Bronx,Entire home/apt,240
23613805,Manhattan,Entire home/apt,140
23614276,Queens,Private room,120
23614417,Brooklyn,Entire home/apt,200
23620624,Brooklyn,Shared room,50
23620728,Brooklyn,Private room,49
23622168,Brooklyn,Entire home/apt,175
23623267,Manhattan,Entire home/apt,180
23624930,Queens,Private room,70
23626799,Manhattan,Entire home/apt,400
23626886,Manhattan,Entire home/apt,199
23627524,Manhattan,Entire home/apt,194
23627589,Manhattan,Entire home/apt,500
23628745,Manhattan,Private room,105
23628818,Manhattan,Private room,70
23629119,Brooklyn,Private room,50
23629364,Manhattan,Entire home/apt,187
23629960,Manhattan,Entire home/apt,250
23630216,Manhattan,Private room,53
23630510,Brooklyn,Private room,50
23630582,Brooklyn,Entire home/apt,100
23630829,Brooklyn,Private room,65
23631288,Manhattan,Private room,110
23631575,Brooklyn,Private room,36
23631725,Queens,Private room,40
23632578,Manhattan,Entire home/apt,185
23632853,Brooklyn,Entire home/apt,175
23633175,Brooklyn,Private room,65
23633872,Brooklyn,Private room,42
23634984,Brooklyn,Shared room,25
23635601,Brooklyn,Private room,72
23636223,Manhattan,Private room,45
23642287,Brooklyn,Entire home/apt,77
23642811,Manhattan,Private room,120
23643300,Brooklyn,Entire home/apt,70
23644347,Queens,Private room,35
23644523,Manhattan,Entire home/apt,200
23644644,Queens,Private room,70
23644901,Brooklyn,Private room,100
23646295,Manhattan,Private room,179
23647298,Manhattan,Entire home/apt,110
23648504,Manhattan,Entire home/apt,374
23649611,Manhattan,Entire home/apt,133
23649906,Brooklyn,Entire home/apt,175
23650008,Brooklyn,Private room,42
23650259,Manhattan,Private room,350
23650568,Queens,Entire home/apt,200
23650576,Brooklyn,Private room,65
23650831,Brooklyn,Private room,55
23651443,Brooklyn,Entire home/apt,150
23652689,Manhattan,Private room,115
23654584,Manhattan,Shared room,75
23660051,Brooklyn,Private room,62
23660605,Manhattan,Private room,139
23660722,Manhattan,Entire home/apt,150
23661749,Brooklyn,Private room,75
23662000,Queens,Private room,45
23662887,Manhattan,Private room,90
23664280,Queens,Entire home/apt,113
23664324,Brooklyn,Private room,100
23664916,Brooklyn,Entire home/apt,186
23665341,Queens,Private room,60
23666777,Bronx,Private room,34
23667137,Queens,Private room,72
23667332,Brooklyn,Private room,42
23668381,Brooklyn,Entire home/apt,250
23668731,Manhattan,Entire home/apt,120
23668732,Manhattan,Entire home/apt,120
23668733,Manhattan,Entire home/apt,107
23668734,Manhattan,Entire home/apt,137
23668735,Manhattan,Entire home/apt,163
23668736,Manhattan,Entire home/apt,153
23668737,Manhattan,Entire home/apt,120
23668738,Manhattan,Entire home/apt,137
23668739,Manhattan,Entire home/apt,120
23668740,Manhattan,Entire home/apt,163
23668741,Manhattan,Entire home/apt,153
23668742,Manhattan,Entire home/apt,137
23668743,Manhattan,Entire home/apt,120
23668745,Manhattan,Entire home/apt,208
23668746,Manhattan,Entire home/apt,153
23668747,Manhattan,Entire home/apt,163
23668754,Brooklyn,Entire home/apt,110
23668849,Manhattan,Private room,400
23668975,Manhattan,Private room,65
23669006,Bronx,Entire home/apt,360
23669140,Manhattan,Private room,120
23669201,Brooklyn,Entire home/apt,95
23669328,Brooklyn,Private room,50
23669381,Brooklyn,Private room,65
23670513,Bronx,Shared room,26
23671009,Brooklyn,Entire home/apt,189
23671775,Brooklyn,Private room,60
23678832,Brooklyn,Private room,150
23681735,Manhattan,Entire home/apt,400
23682503,Manhattan,Private room,90
23682816,Manhattan,Private room,400
23683049,Manhattan,Entire home/apt,245
23683504,Manhattan,Private room,100
23683520,Brooklyn,Entire home/apt,125
23683924,Manhattan,Entire home/apt,220
23684349,Brooklyn,Private room,49
23684655,Queens,Private room,55
23684864,Brooklyn,Entire home/apt,250
23684973,Manhattan,Private room,110
23685538,Queens,Private room,45
23685999,Queens,Private room,100
23686606,Manhattan,Entire home/apt,175
23687344,Manhattan,Private room,81
23690062,Manhattan,Shared room,75
23691189,Brooklyn,Shared room,37
23691588,Brooklyn,Shared room,32
23692933,Manhattan,Entire home/apt,200
23694603,Brooklyn,Entire home/apt,120
23696307,Brooklyn,Entire home/apt,150
23696695,Brooklyn,Private room,70
23698480,Brooklyn,Private room,40
23700333,Manhattan,Private room,108
23700385,Manhattan,Entire home/apt,91
23702051,Brooklyn,Private room,140
23702074,Manhattan,Entire home/apt,212
23702317,Manhattan,Private room,105
23702356,Manhattan,Private room,147
23702442,Manhattan,Entire home/apt,205
23702555,Manhattan,Entire home/apt,92
23703345,Brooklyn,Entire home/apt,139
23708317,Queens,Private room,100
23709593,Manhattan,Private room,55
23709995,Manhattan,Entire home/apt,80
23710983,Brooklyn,Private room,75
23712143,Bronx,Private room,40
23713359,Brooklyn,Entire home/apt,400
23713405,Manhattan,Entire home/apt,205
23713463,Manhattan,Private room,70
23713825,Manhattan,Private room,80
23714194,Manhattan,Entire home/apt,220
23714684,Manhattan,Entire home/apt,215
23714854,Manhattan,Private room,119
23714915,Brooklyn,Private room,44
23715256,Manhattan,Entire home/apt,199
23715974,Manhattan,Entire home/apt,190
23716003,Brooklyn,Private room,45
23718065,Queens,Private room,60
23719597,Manhattan,Entire home/apt,178
23722695,Brooklyn,Entire home/apt,750
23723855,Manhattan,Private room,175
23723970,Brooklyn,Private room,49
23725946,Brooklyn,Entire home/apt,130
23727037,Brooklyn,Entire home/apt,135
23727326,Queens,Entire home/apt,100
23727923,Queens,Entire home/apt,325
23728057,Brooklyn,Entire home/apt,150
23728069,Brooklyn,Entire home/apt,100
23728251,Brooklyn,Private room,45
23729632,Brooklyn,Private room,75
23729711,Manhattan,Private room,30
23733244,Brooklyn,Private room,130
23741304,Queens,Private room,75
23741795,Brooklyn,Entire home/apt,105
23742000,Queens,Entire home/apt,75
23743988,Manhattan,Entire home/apt,150
23744530,Manhattan,Entire home/apt,89
23744762,Bronx,Private room,57
23744773,Manhattan,Private room,800
23745442,Queens,Private room,50
23745732,Manhattan,Entire home/apt,325
23746579,Brooklyn,Entire home/apt,300
23746801,Manhattan,Private room,219
23747164,Queens,Entire home/apt,150
23747567,Manhattan,Entire home/apt,99
23747870,Queens,Shared room,100
23747957,Manhattan,Entire home/apt,250
23748179,Manhattan,Private room,150
23748601,Brooklyn,Entire home/apt,112
23749162,Manhattan,Entire home/apt,175
23749862,Manhattan,Private room,95
23750601,Brooklyn,Entire home/apt,100
23750623,Manhattan,Entire home/apt,220
23751205,Manhattan,Entire home/apt,227
23752247,Manhattan,Entire home/apt,280
23752922,Brooklyn,Entire home/apt,750
23753607,Brooklyn,Private room,55
23753775,Manhattan,Entire home/apt,165
23754446,Manhattan,Entire home/apt,200
23754556,Manhattan,Entire home/apt,159
23754635,Manhattan,Entire home/apt,200
23755278,Manhattan,Private room,93
23756498,Brooklyn,Entire home/apt,125
23758532,Manhattan,Private room,100
23760168,Brooklyn,Entire home/apt,105
23760365,Brooklyn,Entire home/apt,99
23761645,Bronx,Entire home/apt,69
23761707,Bronx,Private room,47
23762153,Manhattan,Private room,50
23762605,Manhattan,Private room,120
23763165,Manhattan,Entire home/apt,210
23763320,Brooklyn,Entire home/apt,84
23763367,Queens,Entire home/apt,89
23763873,Brooklyn,Private room,90
23764185,Manhattan,Entire home/apt,222
23764303,Manhattan,Entire home/apt,100
23764791,Manhattan,Entire home/apt,227
23765629,Brooklyn,Entire home/apt,220
23765706,Manhattan,Entire home/apt,172
23765937,Brooklyn,Entire home/apt,550
23766156,Brooklyn,Entire home/apt,800
23766986,Manhattan,Entire home/apt,162
23768377,Queens,Entire home/apt,175
23768711,Queens,Entire home/apt,149
23769218,Queens,Entire home/apt,149
23771352,Brooklyn,Entire home/apt,190
23771486,Manhattan,Entire home/apt,600
23772252,Brooklyn,Private room,96
23772767,Brooklyn,Private room,125
23772926,Manhattan,Entire home/apt,166
23773431,Brooklyn,Private room,45
23775392,Brooklyn,Private room,75
23779181,Manhattan,Private room,30
23780896,Queens,Private room,70
23781939,Manhattan,Entire home/apt,300
23784498,Brooklyn,Entire home/apt,200
23784779,Manhattan,Private room,160
23785875,Manhattan,Entire home/apt,300
23788475,Manhattan,Private room,90
23788708,Manhattan,Entire home/apt,375
23789466,Brooklyn,Entire home/apt,100
23789480,Brooklyn,Private room,50
23790556,Manhattan,Private room,89
23790744,Manhattan,Private room,60
23791349,Brooklyn,Entire home/apt,100
23792606,Brooklyn,Private room,65
23792629,Queens,Private room,100
23792656,Brooklyn,Entire home/apt,125
23792770,Queens,Private room,100
23797329,Brooklyn,Shared room,35
23799904,Queens,Entire home/apt,85
23803334,Brooklyn,Private room,86
23803836,Brooklyn,Entire home/apt,30
23804690,Manhattan,Private room,600
23804783,Manhattan,Private room,99
23805007,Manhattan,Entire home/apt,50
23807257,Manhattan,Entire home/apt,270
23807600,Queens,Entire home/apt,195
23807689,Manhattan,Entire home/apt,110
23807788,Manhattan,Private room,80
23808650,Manhattan,Private room,85
23808715,Manhattan,Entire home/apt,125
23808895,Brooklyn,Entire home/apt,190
23809758,Brooklyn,Private room,75
23809978,Brooklyn,Private room,55
23810398,Brooklyn,Private room,35
23810745,Brooklyn,Private room,48
23811416,Manhattan,Private room,129
23811541,Manhattan,Private room,139
23812583,Manhattan,Private room,129
23818526,Manhattan,Entire home/apt,400
23819961,Manhattan,Entire home/apt,240
23820164,Brooklyn,Entire home/apt,85
23820465,Queens,Entire home/apt,105
23820538,Brooklyn,Entire home/apt,600
23820909,Brooklyn,Entire home/apt,110
23821848,Brooklyn,Entire home/apt,280
23822397,Brooklyn,Private room,75
23822436,Brooklyn,Private room,50
23823959,Brooklyn,Private room,40
23826739,Queens,Private room,60
23827761,Manhattan,Entire home/apt,375
23827905,Manhattan,Private room,30
23837148,Brooklyn,Shared room,45
23837898,Brooklyn,Entire home/apt,100
23838063,Brooklyn,Private room,67
23838400,Manhattan,Entire home/apt,200
23838734,Manhattan,Private room,65
23839013,Staten Island,Entire home/apt,110
23839200,Brooklyn,Private room,49
23839890,Manhattan,Private room,39
23839939,Manhattan,Entire home/apt,199
23840030,Queens,Private room,65
23840461,Manhattan,Private room,45
23841282,Manhattan,Entire home/apt,196
23842204,Brooklyn,Private room,65
23842721,Brooklyn,Private room,47
23844034,Queens,Entire home/apt,110
23849343,Manhattan,Entire home/apt,240
23851659,Manhattan,Private room,45
23852303,Brooklyn,Entire home/apt,225
23852718,Brooklyn,Entire home/apt,200
23852841,Brooklyn,Private room,45
23855079,Manhattan,Entire home/apt,171
23855466,Manhattan,Entire home/apt,70
23855867,Manhattan,Entire home/apt,170
23856563,Queens,Entire home/apt,125
23856708,Brooklyn,Entire home/apt,45
23857107,Manhattan,Entire home/apt,150
23857159,Brooklyn,Private room,106
23857515,Brooklyn,Private room,80
23857631,Queens,Private room,50
23857837,Queens,Private room,50
23858270,Brooklyn,Private room,90
23858353,Brooklyn,Private room,60
23858901,Brooklyn,Entire home/apt,154
23859194,Manhattan,Private room,80
23859280,Bronx,Private room,65
23859490,Bronx,Private room,65
23859834,Manhattan,Private room,149
23860039,Brooklyn,Private room,66
23860047,Brooklyn,Entire home/apt,150
23860219,Manhattan,Entire home/apt,2990
23861367,Brooklyn,Entire home/apt,69
23861801,Brooklyn,Shared room,30
23868986,Brooklyn,Private room,65
23869761,Brooklyn,Private room,31
23870093,Brooklyn,Entire home/apt,120
23870798,Manhattan,Entire home/apt,140
23871290,Brooklyn,Private room,55
23872299,Queens,Private room,50
23873057,Brooklyn,Private room,60
23874025,Manhattan,Entire home/apt,179
23874196,Queens,Private room,45
23874777,Manhattan,Entire home/apt,187
23875454,Manhattan,Private room,50
23875602,Manhattan,Entire home/apt,179
23875745,Brooklyn,Entire home/apt,249
23876337,Manhattan,Entire home/apt,182
23876348,Brooklyn,Private room,40
23876355,Queens,Private room,60
23876927,Queens,Private room,50
23877625,Brooklyn,Entire home/apt,175
23877781,Brooklyn,Entire home/apt,195
23879156,Brooklyn,Private room,40
23879304,Bronx,Private room,60
23881522,Brooklyn,Private room,75
23882152,Brooklyn,Private room,40
23882240,Brooklyn,Entire home/apt,150
23884206,Manhattan,Entire home/apt,115
23890947,Manhattan,Private room,72
23892803,Brooklyn,Entire home/apt,95
23893916,Brooklyn,Entire home/apt,100
23894317,Brooklyn,Private room,75
23894403,Manhattan,Entire home/apt,250
23894929,Manhattan,Entire home/apt,1000
23895775,Brooklyn,Private room,60
23896110,Manhattan,Entire home/apt,163
23897524,Manhattan,Private room,75
23898007,Brooklyn,Private room,48
23898727,Brooklyn,Private room,100
23899015,Brooklyn,Entire home/apt,125
23900717,Manhattan,Entire home/apt,339
23900919,Brooklyn,Private room,40
23900940,Queens,Private room,60
23901030,Manhattan,Entire home/apt,339
23901118,Queens,Private room,65
23901252,Manhattan,Entire home/apt,269
23901420,Manhattan,Entire home/apt,269
23901526,Manhattan,Entire home/apt,269
